qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_3_F1_0_F2_1_G_4_SplitPt_192_GenID_0	f0_10	0.13	19.32	88	0	56	143	56	143
ID_3_F1_0_F2_1_G_4_SplitPt_192_GenID_0	f0_5	3.2	16.26	203	3	3	201	3	202
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_29	3e-102	34.88	430	0	67	496	67	496
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_28	6e-101	35.12	430	0	67	496	67	496
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_30	2e-97	32.87	432	0	67	498	67	498
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_31	4e-97	33.56	432	0	67	498	67	498
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	6e-70	27.95	415	0	80	494	80	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_27	3e-67	28.90	429	0	66	494	66	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_25	3e-60	28.47	432	2	66	496	66	496
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_26	4e-51	23.54	429	0	66	494	66	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_24	6e-51	25.69	432	2	66	496	66	496
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_23	7e-44	24.37	435	4	63	494	63	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_19	4e-38	20.75	429	0	66	494	66	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_22	5e-38	22.56	430	5	66	491	66	491
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_18	4e-35	21.71	433	4	64	494	64	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_20	6e-34	22.51	431	5	67	491	67	491
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_17	4e-31	18.56	431	4	62	485	58	485
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_21	4e-27	23.19	345	2	67	410	67	410
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_16	9e-24	19.69	447	6	61	493	57	493
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_11	9e-18	22.60	416	8	87	494	87	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_29	3e-16	46.77	62	0	1	62	1	62
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_28	3e-14	41.94	62	0	1	62	1	62
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_30	3e-13	38.89	72	1	2	73	2	69
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_31	6e-13	37.31	67	0	1	67	1	67
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_13	4e-12	16.39	421	2	73	491	73	491
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_14	7e-12	17.00	494	5	2	494	30	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_8	2e-10	21.88	224	4	70	289	70	289
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	ID_3_F1_0_F2_1_G_4_SplitPt_192_GenID_0	2e-10	17.18	489	6	9	491	9	491
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_9	3e-09	20.00	415	11	74	481	74	477
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_15	1e-07	17.85	465	9	28	473	26	473
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_12	2e-07	17.80	236	4	240	472	241	472
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_0	4e-07	16.86	433	6	69	494	69	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_27	7e-07	28.36	67	0	1	67	1	67
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_21	2e-06	35.48	62	0	1	62	1	62
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_22	3e-06	24.68	77	0	1	77	1	77
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_16	5e-06	30.51	59	0	1	59	1	59
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_24	1e-05	31.08	74	1	1	74	1	70
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_7	2e-05	17.76	456	9	52	494	55	494
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_20	2e-05	30.65	62	0	1	62	1	62
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_26	9e-05	25.76	66	0	1	66	1	66
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_25	1e-04	29.51	61	0	1	61	1	61
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_5	2e-04	21.94	155	6	256	402	254	402
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_10	4e-04	16.90	284	3	204	474	194	474
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_1	4e-04	19.05	336	11	67	387	67	387
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_17	4e-04	28.21	78	1	1	78	1	76
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_6	0.008	18.06	360	10	52	400	55	400
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_23	0.010	22.39	67	0	1	67	1	67
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_6	0.034	25.37	67	0	1	67	1	67
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_19	0.041	22.03	59	0	1	59	1	59
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_3	0.056	17.30	289	4	118	398	118	396
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_2	0.070	21.23	212	6	268	472	268	472
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_4	0.12	18.23	192	5	215	400	218	400
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f1_4	5.4	34.38	32	1	52	83	55	83
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_4	0.16	22.73	66	0	2	67	2	67
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	ID_0_F1_0_F2_0_G_0_SplitPt_170_GenID_0	1.1	24.07	54	0	1	54	1	54
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_7	4.9	23.73	59	0	1	59	1	59
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_5	4.9	24.66	73	1	2	73	2	74
ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	f0_5	6.3	28.57	35	1	360	394	219	251
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_28	4e-143	43.93	494	0	1	494	1	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_29	3e-142	41.50	494	0	1	494	1	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_31	2e-102	31.58	494	0	1	494	1	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_30	4e-99	32.59	494	0	1	494	1	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	6e-70	27.95	415	0	80	494	80	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_20	9e-64	26.95	501	4	1	491	1	491
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_25	4e-59	24.24	495	0	1	495	1	495
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_27	1e-56	24.85	495	0	1	495	1	495
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_26	9e-48	23.39	496	0	1	496	1	496
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_23	3e-46	22.02	504	2	1	500	1	500
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_24	1e-45	20.81	495	0	1	495	1	495
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_22	8e-43	21.50	507	5	1	500	1	500
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_21	3e-41	24.00	400	0	2	401	2	401
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_17	2e-38	21.24	485	2	15	496	15	496
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_18	4e-34	19.48	498	2	1	496	1	496
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_19	4e-34	20.20	495	0	2	496	2	496
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_11	9e-31	20.26	385	3	119	496	119	496
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_16	2e-30	20.76	501	4	1	496	1	496
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_9	7e-21	19.95	421	4	76	494	76	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_15	7e-17	17.41	293	0	179	471	179	471
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_13	8e-16	16.96	336	0	156	491	156	491
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_8	1e-14	16.28	436	2	61	494	61	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_1	3e-14	19.05	441	5	65	500	65	500
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_10	9e-13	16.20	321	2	166	484	166	484
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_0	2e-12	16.51	430	3	70	494	70	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_14	5e-12	14.85	303	0	163	465	163	465
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_12	3e-11	17.92	307	0	166	472	166	472
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	ID_3_F1_0_F2_1_G_4_SplitPt_192_GenID_0	2e-09	16.92	266	1	226	491	227	491
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_3	2e-08	15.95	420	3	82	491	82	491
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_7	2e-08	17.67	283	0	212	494	212	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_6	2e-06	15.23	256	0	220	475	220	475
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_5	2e-04	17.50	160	0	220	379	220	379
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_4	2e-04	18.35	278	3	220	494	220	494
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f1_2	0.001	18.00	300	4	185	477	185	477
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f0_10	2.9	63.64	11	0	324	334	416	426
ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	f0_0	8.1	33.33	30	0	59	88	52	81
f1_0	f1_0	0.0	100.00	500	0	1	500	1	500
f1_0	f1_1	0.0	52.81	498	0	1	498	1	498
f1_0	f1_2	1e-117	35.34	498	0	1	498	1	498
f1_0	f1_3	2e-111	34.27	499	0	1	499	1	499
f1_0	f1_5	2e-75	27.05	499	2	1	497	1	497
f1_0	f1_6	6e-69	24.65	499	0	1	499	1	499
f1_0	f1_4	3e-64	25.35	497	0	1	497	1	497
f1_0	f1_7	3e-58	23.61	504	2	1	499	1	499
f1_0	f1_15	9e-53	24.48	482	1	15	495	14	495
f1_0	f1_13	3e-52	24.55	501	3	2	500	1	500
f1_0	f1_11	2e-50	21.24	499	0	1	499	1	499
f1_0	f1_18	5e-48	25.63	476	3	28	500	28	500
f1_0	f1_14	2e-47	23.06	425	3	16	438	15	438
f1_0	f1_19	5e-46	23.74	476	4	27	498	27	498
f1_0	f1_8	9e-45	22.91	502	5	1	499	1	499
f1_0	f1_10	2e-44	21.24	499	0	1	499	1	499
f1_0	f1_12	8e-43	22.85	499	0	1	499	1	499
f1_0	f1_16	2e-41	21.64	499	0	1	499	1	499
f1_0	f1_17	7e-39	22.56	461	0	25	485	25	485
f1_0	f1_9	3e-38	20.76	501	3	1	499	1	499
f1_0	f1_25	1e-31	18.92	481	0	16	496	16	496
f1_0	f1_20	1e-29	20.56	467	6	25	485	25	485
f1_0	ID_3_F1_0_F2_1_G_4_SplitPt_192_GenID_0	1e-29	24.76	307	2	195	500	195	500
f1_0	f1_31	4e-25	18.80	468	0	27	494	27	494
f1_0	f1_30	4e-24	17.85	465	0	27	491	27	491
f1_0	f1_29	2e-23	18.34	458	0	37	494	37	494
f1_0	f1_23	9e-22	19.07	472	3	28	495	28	495
f1_0	f1_24	3e-21	17.55	473	2	27	498	27	498
f1_0	f1_21	1e-20	18.30	481	5	25	499	25	499
f1_0	f1_27	7e-19	16.39	482	3	18	495	15	495
f1_0	f1_28	1e-18	16.74	460	0	27	486	27	486
f1_0	f1_26	3e-18	17.65	442	2	56	496	56	496
f1_0	f1_22	2e-17	16.37	501	3	1	495	1	495
f1_0	ID_1_F1_1_F2_1_G_3_SplitPt_99_GenID_0	2e-12	16.51	430	3	70	494	70	494
f1_0	ID_2_F1_0_F2_1_G_2_SplitPt_66_GenID_0	4e-07	16.86	433	6	69	494	69	494
f1_0	f0_12	0.81	29.63	54	1	234	284	415	468
f1_0	f0_1	9.0	30.56	36	1	352	387	66	100
f1_1	f1_1	0.0	100.00	500	0	1	500	1	500
f1_1	f1_0	0.0	52.81	498	0	1	498	1	498
f1_1	f1_2	2e-101	31.00	500	0	1	500	1	500
f1_1	f1_3	3e-101	32.00	500	0	1	500	1	500
f1_1	f1_6	7e-72	24.60	500	0	1	500	1	500
f1_1	f1_5	4e-68	25.89	506	5	1	500	1	500
f1_1	f1_7	3e-67	25.40	500	0	1	500	1	500
f1_1	f1_4	5e-66	27.11	509	4	1	497	1	497
f1_1	f1_15	9e-52	24.40	496	0	1	496	1	496
f1_1	f1_11	7e-46	21.49	498	0	1	498	1	498
f1_1	f1_14	9e-45	21.73	497	2	1	496	1	496
f1_1	f1_12	1e-44	23.86	503	5	1	497	1	497
f1_1	f1_18	5e-44	22.99	509	3	1	500	1	500
f1_1	f1_9	2e-43	21.98	505	4	1	498	1	498
f1_1	f1_13	1e-40	22.09	507	8	1	497	1	497
f1_1	f1_16	2e-37	22.16	501	4	1	495	1	495
f1_1	f1_19	8e-37	20.72	497	0	2	498	2	498
f1_1	f1_10	1e-36	19.88	498	0	1	498	1	498
f1_1	f1_8	3e-36	19.48	498	0	1	498	1	498
f1_1	f1_17	2e-34	20.22	465	0	25	489	25	489
f1_1	f1_23	2e-29	21.60	514	9	1	500	1	500
f1_1	ID_3_F1_0_F2_1_G_4_SplitPt_192_GenID_0	1e-28	25.96	312	5	191	497	194	497
